id,title,company,location,skills,description,seniority
job-3884440867,Software Engineer,Goosehead Insurance Agency,"Grapevine, TX",Excel;SQL;Java;JavaScript;TypeScript;React;Node.js;HTML;CSS;AWS;PostgreSQL;Git;CI/CD;Communication,"About Goosehead Goosehead Insurance is one of the largest and fastest growing, publicly traded personal lines insurance agency in the US. We provide a best-in-class way for clients to shop for and buy personal line insurance, knowing they have the right coverage at the best price. Goosehead was founded on the premise that the client should be at the center of our universe, and we believe that building for the best client experience imaginable will lead to sustained growth. Our mission is to deli",Mid
job-3884440937,Software Engineer,Airbnb,United States,APIs;Excel;Java;JavaScript;TypeScript;React;HTML;CSS;Monitoring,"Airbnb was born in 2007 when two Hosts welcomed three guests to their San Francisco home, and has since grown to over 4 million Hosts who have welcomed more than 1 billion guest arrivals in almost every country across the globe. Every day, Hosts offer unique stays and experiences that make it possible for guests to connect with communities in a more authentic way.  Airbnb was born in 2007 when two Hosts welcomed three guests to their San Francisco home, and has since grown to over 4 million Host",Mid
job-3884441541,Database Administrator,Indotronix Avani Group,United States,Excel;Git;Monitoring;Communication,Data Entry Database AdministratorDuration: 6-12 months\Location: 100% remoteRate: $20.00 Job Description: We are seeking a contractor to join our team to support a project (ARIBA) and assist with data cleansing and data harmonization.  The primary purpose of this role will be to support the Global supplier registration activity as Ariba is implemented in other businesses.  The selected candidate will assist with ARIBA implementations by administering and monitoring supplier registrations. Workin,Mid
job-3884441786,Business Analyst,Experis,"Atlanta, GA",Excel;AWS;Docker;Kubernetes;Agile;Communication,"Job Title: Business Analyst (W2 Only)  Location: Atlanta, GA / Richmond, VA / Chandler, AZ  Duration: 12+ months  Type: Hybrid (3 days onsite)  Visa: USC & GC Only  Description  The Technical Agile Scrum Business Systems and Software Support Specialist will be responsible for translating business needs into technical requirements, ensuring that all systems support and conform to business specifications. Acting as a liaison between business units and software/hardware developers and vendors, the",Mid
job-3884441842,Product Manager,Perplexity,San Francisco Bay Area,APIs;Agile;Communication,"Perplexity is looking for an experienced product manager to join our small team revolutionizing the way people search and interact with the internet. You will be trusted to envision the future of search, working to build products and APIs focused on enterprise use cases.  You will work closely with design and engineering on the product and AI teams. The ideal candidate should have strong communication and writing skills, the ability to envision innovative technology, and a deep understanding of",Junior
job-3884442838,Site Reliability Engineer,Samsung Electronics America,"New York, NY",Excel;Python;Java;AWS;Kubernetes;Git;CI/CD;Terraform;Linux;Agile;Communication,Samsung Ads focuses on enabling brands to connect with Samsung audiences as they are exposed to digital media across all devices. Being part of an international company such as Samsung and doing business worldwide means that we get to work on big complex projects with stakeholders and teams located around the globe. Our purpose is to deliver unparalleled results for our customers. Using the Samsung Ads uniquely transforms the advertising landscape by using comprehensive data to build the world’s,Mid
job-3884443757,Mobile Developer (Android),Sophus IT Solutions,"Peachtree City, GA",System Design;Python;Java;Linux,"Android Dev/ArchitectLocation - Peachtree City, Georgia, US (Onsite) JD:• 10+ years' experience in C++ (STL, Templates, Exceptions, Threading), Java ,Python• Experience in Component/System Design (SOLID principles and Design Patterns)• Experience in Automotive Domain, especially Android Automotive• Strong Knowledge of Android Framework, Car Service, Android Treble, VNDK, AIDL, HIDL• Experience in Implementing Custom HAL ( eg:- Radio, Vehicle, Audio, GNSS etc )• Experience with Android CTS/VTS• A",Mid
job-3884444207,Product Manager,Dow,"Houston, TX",Excel;Git;Product Strategy;Agile;Communication,"At Dow, we believe in putting people first and we’re passionate about delivering integrity, respect and safety to our customers, our employees and the planet.  Our people are at the heart of our solutions. They reflect the communities we live in and the world where we do business. Their diversity is our strength. We’re a community of relentless problem solvers that offers the daily opportunity to contribute with your perspective, transform industries and shape the future. Our purpose is simple -",Mid
job-3884444407,DevOps Engineer,Rainsoftglobal Technology Services,United States,Excel;AWS;Docker;Kubernetes;Linux;Communication,"Company Description Rainsoft Global is a leading Enterprise Integration Consulting solutions company that provides top-tier technical talent to industry leaders. With extensive knowledge and experience in technical staff augmentation, we specialize in domestic technology/IT and non-IT recruitment and staffing solutions. Our mission is to help companies find the best people, build successful teams, and generate value. We offer comprehensive and tailored executive staffing and recruiting services",Mid
job-3884444422,Software Engineer,Dexian,"Charlotte, NC",APIs;AWS;GCP;Git;CI/CD;Monitoring;Agile,"Job Summary:Dexian is seeking a Sr. Software Engineer/API Developer for an opportunity with a client located in Charlotte, NC. Responsibilities:'Senior Level Software Engineering Position focused on hands on development of cloud based API solutionsProvide deep payments domain and technical expertise focused on Open Banking and Embedded FinanceResponsible for hands on development and engineering of software solutions that integrate across multiple teams inside and outside of the companyApply broa",Mid
job-3884444638,Backend Developer,TekWissen ®,"Seattle, WA",SQL;Java;Monitoring;Communication,"Job Title: Java Backend developer Location: Seattle, WA Duration: 8 Months Job Type: Contract Work Type: Onsite/Hybrid  Pay Rate: 60-60/Hourly/W2  Job Description: The Content Platform team is looking for a Software Development Engineer. who will act as first level support and development for all incoming production software application issues dealing with merchandising applications. Your solutions will impact our customers directly! Primary responsibilities include Developing monitoring solutio",Mid
job-3884446141,Security Engineer,Robert Half,"California, United States",Excel;Incident Response;Communication,"Title: Cybersecurity Engineer Target Salary: $123,700 (little flex depending on geo location)Bonus: Yes - discretionary Address: Irvine, CA (remote but must be in CA or TX only) Working hours time zone: local to time-zone (CST or EST preferred) PST hours may need to be 6am-3pm Top Requirements (#of yrs): 5yr - 8yrIncident response experience MS Sentinel or any SIEM exp. Must have Pen-testing experienceWriting and implementing cyber security policy is hugeGDPR exp must have Excellent communicatio",Mid
